,energy,initial_phi_pos,segment_power,slope,segment_length,band_power,band_num,segment_num,event_num,freq_stop,energy_stop,time_start,time_stop,freq_start
0,17800.0,269.1891938781864,2.045797879937273e-16,89964983.07850635,0.0046697322901351705,9.626156586528813e-17,-2.0,0.0,0.0,18594973570.73501,17788.074567976775,0.4943240873283434,0.49899381961847855,18594553458.348545
1,17800.0,269.1891938781864,2.045797879937273e-16,89964983.07850635,0.0046697322901351705,3.7386710491460316e-17,-1.0,0.0,0.0,18611823926.815838,17788.074567976775,0.4943240873283434,0.49899381961847855,18611403814.429375
2,17800.0,269.1891938781864,2.045797879937273e-16,89964983.07850635,0.0046697322901351705,7.4214578746035e-17,0.0,0.0,0.0,18628674282.896667,17788.074567976775,0.4943240873283434,0.49899381961847855,18628254170.510204
3,17800.0,269.1891938781864,2.045797879937273e-16,89964983.07850635,0.0046697322901351705,3.7386710491460316e-17,1.0,0.0,0.0,18645524638.977497,17788.074567976775,0.4943240873283434,0.49899381961847855,18645104526.591034
4,17800.0,269.1891938781864,2.045797879937273e-16,89964983.07850635,0.0046697322901351705,9.626156586528813e-17,2.0,0.0,0.0,18662374995.058327,17788.074567976775,0.4943240873283434,0.49899381961847855,18661954882.671864
5,17788.074567976775,269.1891938781864,2.044588801818317e-16,89918891.13590346,0.011635012136337554,9.619952882891532e-17,-2.0,1.0,0.0,18596031019.32922,17758.37895928535,0.49899381961847855,0.5106288317548161,18594984811.939568
6,17788.074567976775,269.1891938781864,2.044588801818317e-16,89918891.13590346,0.011635012136337554,3.734198894067972e-17,-1.0,1.0,0.0,18612875804.380997,17758.37895928535,0.49899381961847855,0.5106288317548161,18611829596.991344
7,17788.074567976775,269.1891938781864,2.044588801818317e-16,89918891.13590346,0.011635012136337554,7.41806383823854e-17,0.0,1.0,0.0,18629720589.43277,17758.37895928535,0.49899381961847855,0.5106288317548161,18628674382.043118
8,17788.074567976775,269.1891938781864,2.044588801818317e-16,89918891.13590346,0.011635012136337554,3.734198894067972e-17,1.0,1.0,0.0,18646565374.484543,17758.37895928535,0.49899381961847855,0.5106288317548161,18645519167.09489
9,17788.074567976775,269.1891938781864,2.044588801818317e-16,89918891.13590346,0.011635012136337554,9.619952882891532e-17,2.0,1.0,0.0,18663410159.53632,17758.37895928535,0.49899381961847855,0.5106288317548161,18662363952.146667
10,17758.37895928535,269.1891938781864,2.0416753498684074e-16,89797141.52749436,0.0030881968057240323,9.604904576985981e-17,-2.0,2.0,0.0,18596336765.539326,17750.50830080613,0.5106288317548161,0.5137170285605401,18596059454.293697
11,17758.37895928535,269.1891938781864,2.0416753498684074e-16,89797141.52749436,0.0030881968057240323,3.722992789221635e-17,-1.0,2.0,0.0,18613167497.479225,17750.50830080613,0.5106288317548161,0.5137170285605401,18612890186.233597
12,17758.37895928535,269.1891938781864,2.0416753498684074e-16,89797141.52749436,0.0030881968057240323,7.41007091206759e-17,0.0,2.0,0.0,18629998229.419125,17750.50830080613,0.5106288317548161,0.5137170285605401,18629720918.173496
13,17758.37895928535,269.1891938781864,2.0416753498684074e-16,89797141.52749436,0.0030881968057240323,3.722992789221635e-17,1.0,2.0,0.0,18646828961.359024,17750.50830080613,0.5106288317548161,0.5137170285605401,18646551650.113396
14,17758.37895928535,269.1891938781864,2.0416753498684074e-16,89797141.52749436,0.0030881968057240323,9.604904576985981e-17,2.0,2.0,0.0,18663659693.298923,17750.50830080613,0.5106288317548161,0.5137170285605401,18663382382.053295
15,17750.50830080613,269.1891938781864,2.040902975579329e-16,89766339.23734997,0.0042350852376783895,9.600915332801129e-17,-2.0,3.0,0.0,18596724474.829445,17739.718736003826,0.5137170285605401,0.5179521137982185,18596344306.7313
16,17750.50830080613,269.1891938781864,2.040902975579329e-16,89766339.23734997,0.0042350852376783895,3.7200245987097273e-17,-1.0,3.0,0.0,18613551479.81355,17739.718736003826,0.5137170285605401,0.5179521137982185,18613171311.715405
17,17750.50830080613,269.1891938781864,2.040902975579329e-16,89766339.23734997,0.0042350852376783895,7.407950077042879e-17,0.0,3.0,0.0,18630378484.797653,17739.718736003826,0.5137170285605401,0.5179521137982185,18629998316.69951
18,17750.50830080613,269.1891938781864,2.040902975579329e-16,89766339.23734997,0.0042350852376783895,3.7200245987097273e-17,1.0,3.0,0.0,18647205489.781757,17739.718736003826,0.5137170285605401,0.5179521137982185,18646825321.683613
19,17750.50830080613,269.1891938781864,2.040902975579329e-16,89766339.23734997,0.0042350852376783895,9.600915332801129e-17,2.0,3.0,0.0,18664032494.76586,17739.718736003826,0.5137170285605401,0.5179521137982185,18663652326.667717
20,17739.718736003826,269.1891938781864,2.039844037290486e-16,89723287.22997253,0.0039170373397381395,9.59544624532871e-17,-2.0,4.0,0.0,18597086264.408207,17729.744627505726,0.5179521137982185,0.5218691511379566,18596734814.941883
21,17739.718736003826,269.1891938781864,2.039844037290486e-16,89723287.22997253,0.0039170373397381395,3.7159575010935294e-17,-1.0,4.0,0.0,18613908159.11031,17729.744627505726,0.5179521137982185,0.5218691511379566,18613556709.643986
22,17739.718736003826,269.1891938781864,2.039844037290486e-16,89723287.22997253,0.0039170373397381395,7.405040865607874e-17,0.0,4.0,0.0,18630730053.81241,17729.744627505726,0.5179521137982185,0.5218691511379566,18630378604.346085
23,17739.718736003826,269.1891938781864,2.039844037290486e-16,89723287.22997253,0.0039170373397381395,3.7159575010935294e-17,1.0,4.0,0.0,18647551948.514507,17729.744627505726,0.5179521137982185,0.5218691511379566,18647200499.048183
24,17739.718736003826,269.1891938781864,2.039844037290486e-16,89723287.22997253,0.0039170373397381395,9.59544624532871e-17,2.0,4.0,0.0,18664373843.21661,17729.744627505726,0.5179521137982185,0.5218691511379566,18664022393.750286
25,17800.0,263.75862697443034,1.3647415977688562e-16,59983122.71790173,0.005430607473784599,1.1614313425882683e-17,-2.0,0.0,1.0,18543282787.88856,17790.748370006422,0.07745536699496541,0.08288597446875001,18542957043.09403
26,17800.0,263.75862697443034,1.3647415977688562e-16,59983122.71790173,0.005430607473784599,5.294729436825409e-17,-1.0,0.0,1.0,18581001227.851353,17790.748370006422,0.07745536699496541,0.08288597446875001,18580675483.05682
27,17800.0,263.75862697443034,1.3647415977688562e-16,59983122.71790173,0.005430607473784599,1.1288456279507316e-16,0.0,0.0,1.0,18618719667.814144,17790.748370006422,0.07745536699496541,0.08288597446875001,18618393923.01961
28,17800.0,263.75862697443034,1.3647415977688562e-16,59983122.71790173,0.005430607473784599,5.294729436825409e-17,1.0,0.0,1.0,18656438107.776936,17790.748370006422,0.07745536699496541,0.08288597446875001,18656112362.982403
29,17800.0,263.75862697443034,1.3647415977688562e-16,59983122.71790173,0.005430607473784599,1.1614313425882683e-17,2.0,0.0,1.0,18694156547.739727,17790.748370006422,0.07745536699496541,0.08288597446875001,18693830802.945194
30,17790.748370006422,263.75862697443034,1.3641308976123292e-16,59957508.44263187,0.000923064847648741,1.1610259350409343e-17,-2.0,1.0,1.0,18543356755.463917,17789.176532413167,0.08288597446875001,0.08380903931639876,18543301410.79552
31,17790.748370006422,263.75862697443034,1.3641308976123292e-16,59957508.44263187,0.000923064847648741,5.292585895398435e-17,-1.0,1.0,1.0,18581065883.97323,17789.176532413167,0.08288597446875001,0.08380903931639876,18581010539.304832
32,17790.748370006422,263.75862697443034,1.3641308976123292e-16,59957508.44263187,0.000923064847648741,1.1283168790765035e-16,0.0,1.0,1.0,18618775012.48254,17789.176532413167,0.08288597446875001,0.08380903931639876,18618719667.814144
33,17790.748370006422,263.75862697443034,1.3641308976123292e-16,59957508.44263187,0.000923064847648741,5.292585895398435e-17,1.0,1.0,1.0,18656484140.99185,17789.176532413167,0.08288597446875001,0.08380903931639876,18656428796.323456
34,17790.748370006422,263.75862697443034,1.3641308976123292e-16,59957508.44263187,0.000923064847648741,1.1610259350409343e-17,2.0,1.0,1.0,18694193269.501163,17789.176532413167,0.08288597446875001,0.08380903931639876,18694137924.832767
35,17789.176532413167,263.75862697443034,1.3640271360845435e-16,59953891.76330119,0.003966429463094434,1.1609570433540877e-17,-2.0,2.0,1.0,18543597722.903843,17782.42282629123,0.08380903931639876,0.08777546877949319,18543359920.021126
36,17789.176532413167,263.75862697443034,1.3640271360845435e-16,59953891.76330119,0.003966429463094434,5.292221672639056e-17,-1.0,2.0,1.0,18581305269.13455,17782.42282629123,0.08380903931639876,0.08777546877949319,18581067466.25183
37,17789.176532413167,263.75862697443034,1.3640271360845435e-16,59953891.76330119,0.003966429463094434,1.1282270437261294e-16,0.0,2.0,1.0,18619012815.365257,17782.42282629123,0.08380903931639876,0.08777546877949319,18618775012.48254
38,17789.176532413167,263.75862697443034,1.3640271360845435e-16,59953891.76330119,0.003966429463094434,5.292221672639056e-17,1.0,2.0,1.0,18656720361.595966,17782.42282629123,0.08380903931639876,0.08777546877949319,18656482558.71325
39,17789.176532413167,263.75862697443034,1.3640271360845435e-16,59953891.76330119,0.003966429463094434,1.1609570433540877e-17,2.0,2.0,1.0,18694427907.82667,17782.42282629123,0.08380903931639876,0.08777546877949319,18694190104.943954
40,17782.42282629123,263.75862697443034,1.3635812862051842e-16,59935904.216994286,0.004372779782536719,1.1606609890996185e-17,-2.0,3.0,1.0,18543873408.382484,17774.979654342013,0.08777546877949319,0.09214824856202991,18543611321.872276
41,17782.42282629123,263.75862697443034,1.3635812862051842e-16,59935904.216994286,0.004372779782536719,5.290656578776636e-17,-1.0,3.0,1.0,18581574155.128975,17774.979654342013,0.08777546877949319,0.09214824856202991,18581312068.618767
42,17782.42282629123,263.75862697443034,1.3635812862051842e-16,59935904.216994286,0.004372779782536719,1.1278410401514782e-16,0.0,3.0,1.0,18619274901.875465,17774.979654342013,0.08777546877949319,0.09214824856202991,18619012815.365257
43,17782.42282629123,263.75862697443034,1.3635812862051842e-16,59935904.216994286,0.004372779782536719,5.290656578776636e-17,1.0,3.0,1.0,18656975648.621956,17774.979654342013,0.08777546877949319,0.09214824856202991,18656713562.111748
44,17782.42282629123,263.75862697443034,1.3635812862051842e-16,59935904.216994286,0.004372779782536719,1.1606609890996185e-17,2.0,3.0,1.0,18694676395.368446,17774.979654342013,0.08777546877949319,0.09214824856202991,18694414308.85824
45,17774.979654342013,263.75862697443034,1.3630898864695682e-16,59916413.31940648,0.006561516096771254,1.1603346218609366e-17,-2.0,4.0,1.0,18544281541.585033,17763.814927362113,0.09214824856202991,0.09870976465880116,18543888399.074577
46,17774.979654342013,263.75862697443034,1.3630898864695682e-16,59916413.31940648,0.006561516096771254,5.2889314461862906e-17,-1.0,4.0,1.0,18581974792.985477,17763.814927362113,0.09214824856202991,0.09870976465880116,18581581650.47502
47,17774.979654342013,263.75862697443034,1.3630898864695682e-16,59916413.31940648,0.006561516096771254,1.127415614621915e-16,0.0,4.0,1.0,18619668044.38592,17763.814927362113,0.09214824856202991,0.09870976465880116,18619274901.875465
48,17774.979654342013,263.75862697443034,1.3630898864695682e-16,59916413.31940648,0.006561516096771254,5.2889314461862906e-17,1.0,4.0,1.0,18657361295.786366,17763.814927362113,0.09214824856202991,0.09870976465880116,18656968153.27591
49,17774.979654342013,263.75862697443034,1.3630898864695682e-16,59916413.31940648,0.006561516096771254,1.1603346218609366e-17,2.0,4.0,1.0,18695054547.18681,17763.814927362113,0.09214824856202991,0.09870976465880116,18694661404.676353
50,17800.0,52.21038639487289,3.046355900231527e-16,134031165.77717625,0.012283421696480296,2.237459724164053e-18,-2.0,0.0,2.0,18620053057.015167,17753.28897312496,0.15057925905370112,0.16286268075018143,18618406695.685455
51,17800.0,52.21038639487289,3.046355900231527e-16,134031165.77717625,0.012283421696480296,8.290869230716467e-17,-1.0,0.0,2.0,18628962556.220192,17753.28897312496,0.15057925905370112,0.16286268075018143,18627316194.89048
52,17800.0,52.21038639487289,3.046355900231527e-16,134031165.77717625,0.012283421696480296,1.7399017790217133e-17,0.0,0.0,2.0,18637872055.42522,17753.28897312496,0.15057925905370112,0.16286268075018143,18636225694.09551
53,17800.0,52.21038639487289,3.046355900231527e-16,134031165.77717625,0.012283421696480296,8.290869230716467e-17,1.0,0.0,2.0,18646781554.63025,17753.28897312496,0.15057925905370112,0.16286268075018143,18645135193.300537
54,17800.0,52.21038639487289,3.046355900231527e-16,134031165.77717625,0.012283421696480296,2.237459724164053e-18,2.0,0.0,2.0,18655691053.835274,17753.28897312496,0.15057925905370112,0.16286268075018143,18654044692.50556
55,17753.28897312496,52.21038639487289,3.0392438557372125e-16,133730944.26653132,0.0009112209825538556,2.423423939632051e-18,-2.0,1.0,2.0,18620197348.13912,17749.831899153698,0.16286268075018143,0.1637739017327353,18620075489.696686
56,17753.28897312496,52.21038639487289,3.0392438557372125e-16,133730944.26653132,0.0009112209825538556,8.273250663967506e-17,-1.0,1.0,2.0,18629095723.44586,17749.831899153698,0.16286268075018143,0.1637739017327353,18628973865.00343
57,17753.28897312496,52.21038639487289,3.0392438557372125e-16,133730944.26653132,0.0009112209825538556,1.71659275211001e-17,0.0,1.0,2.0,18637994098.7526,17749.831899153698,0.16286268075018143,0.1637739017327353,18637872240.31017
58,17753.28897312496,52.21038639487289,3.0392438557372125e-16,133730944.26653132,0.0009112209825538556,8.273250663967506e-17,1.0,1.0,2.0,18646892474.05934,17749.831899153698,0.16286268075018143,0.1637739017327353,18646770615.61691
59,17753.28897312496,52.21038639487289,3.0392438557372125e-16,133730944.26653132,0.0009112209825538556,2.423423939632051e-18,2.0,1.0,2.0,18655790849.366085,17749.831899153698,0.16286268075018143,0.1637739017327353,18655668990.923653
60,17749.831899153698,52.21038639487289,3.0387206463058745e-16,133715435.78871924,0.006921014712846032,2.4371911159371206e-18,-2.0,2.0,2.0,18621124457.008274,17723.578837264085,0.1637739017327353,0.17069491644558132,18620199010.509846
61,17749.831899153698,52.21038639487289,3.0387206463058745e-16,133715435.78871924,0.006921014712846032,8.271953554509241e-17,-1.0,2.0,2.0,18630022008.314785,17723.578837264085,0.1637739017327353,0.17069491644558132,18629096561.816357
62,17749.831899153698,52.21038639487289,3.0387206463058745e-16,133715435.78871924,0.006921014712846032,1.7148688657321596e-17,0.0,2.0,2.0,18638919559.621292,17723.578837264085,0.1637739017327353,0.17069491644558132,18637994113.122864
63,17749.831899153698,52.21038639487289,3.0387206463058745e-16,133715435.78871924,0.006921014712846032,8.271953554509241e-17,1.0,2.0,2.0,18647817110.9278,17723.578837264085,0.1637739017327353,0.17069491644558132,18646891664.42937
64,17749.831899153698,52.21038639487289,3.0387206463058745e-16,133715435.78871924,0.006921014712846032,2.4371911159371206e-18,2.0,2.0,2.0,18656714662.23431,17723.578837264085,0.1637739017327353,0.17069491644558132,18655789215.73588
65,17723.578837264085,52.21038639487289,3.0347467463916045e-16,133553544.92088881,0.006630205053267689,2.5415535700586103e-18,-2.0,3.0,2.0,18622022575.49389,17698.461775829554,0.17069491644558132,0.17732512149884902,18621137088.105473
66,17723.578837264085,52.21038639487289,3.0347467463916045e-16,133553544.92088881,0.006630205053267689,8.262091981785455e-17,-1.0,3.0,2.0,18630913866.30232,17698.461775829554,0.17069491644558132,0.17732512149884902,18630028378.913902
67,17723.578837264085,52.21038639487289,3.0347467463916045e-16,133553544.92088881,0.006630205053267689,1.7017940423207943e-17,0.0,3.0,2.0,18639805157.11075,17698.461775829554,0.17069491644558132,0.17732512149884902,18638919669.722332
68,17723.578837264085,52.21038639487289,3.0347467463916045e-16,133553544.92088881,0.006630205053267689,8.262091981785455e-17,1.0,3.0,2.0,18648696447.919178,17698.461775829554,0.17069491644558132,0.17732512149884902,18647810960.53076
69,17723.578837264085,52.21038639487289,3.0347467463916045e-16,133553544.92088881,0.006630205053267689,2.5415535700586103e-18,2.0,3.0,2.0,18657587738.727608,17698.461775829554,0.17069491644558132,0.17732512149884902,18656702251.33919
70,17698.461775829554,52.21038639487289,3.030943747947302e-16,133393555.34133753,0.0010849428031441388,2.6411209986559146e-18,-2.0,4.0,2.0,18622179394.43806,17694.356861168115,0.17732512149884902,0.17841006430199316,18622034670.060207
71,17698.461775829554,52.21038639487289,3.030943747947302e-16,133393555.34133753,0.0010849428031441388,8.252638730331195e-17,-1.0,4.0,2.0,18631064690.65274,17694.356861168115,0.17732512149884902,0.17841006430199316,18630919966.274887
72,17698.461775829554,52.21038639487289,3.030943747947302e-16,133393555.34133753,0.0010849428031441388,1.6893092930908884e-17,0.0,4.0,2.0,18639949986.867416,17694.356861168115,0.17732512149884902,0.17841006430199316,18639805262.489563
73,17698.461775829554,52.21038639487289,3.030943747947302e-16,133393555.34133753,0.0010849428031441388,8.252638730331195e-17,1.0,4.0,2.0,18648835283.082092,17694.356861168115,0.17732512149884902,0.17841006430199316,18648690558.70424
74,17698.461775829554,52.21038639487289,3.030943747947302e-16,133393555.34133753,0.0010849428031441388,2.6411209986559146e-18,2.0,4.0,2.0,18657720579.296772,17694.356861168115,0.17732512149884902,0.17841006430199316,18657575854.91892
